,Adjusted Close,Adjusted Close,Adjusted Close,Adjusted Close,Adjusted Close,Adjusted Close,Adjusted Close,Adjusted Close,Adjusted Close,Adjusted Close,Adjusted Close,Adjusted Close,Adjusted Close,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return,Daily Return
2020-01-17,77.33577728271484,15.702030181884766,40.60420227050781,55.57278823852539,35.78755187988281,101.57295989990234,146.5800018310547,25.251014709472656,216.989501953125,99.34056091308594,308.7948303222656,98.63999938964844,95.88739776611328,0.01107089945971107,0.009174265816321192,-0.0010391151003921184,0.0006700636708170116,0.004401211385014925,-0.004074480854720064,0.0018454259925253513,0.016541327980908127,0.004948411731770186,0.0,0.0031127598468949635,0.0032546755066871214,-0.008343604442484498
2020-01-21,76.81169891357422,15.692514419555664,39.92845153808594,55.275108337402344,35.430362701416016,101.5149917602539,146.74000549316406,24.57118034362793,216.89242553710938,99.34955596923828,308.1901550292969,97.91999816894531,94.33360290527344,-0.006776661301596043,-0.0006060211462387555,-0.016642384153245482,-0.005356576672837954,-0.009980821813843632,-0.0005707044444266396,0.0010915790702048511,-0.026923051357207184,-0.00044737839914765765,9.054766824001526e-05,-0.0019581781610064075,-0.007299282493494097,-0.016204369886331005
2020-01-22,77.08587646484375,15.654449462890625,40.11427688598633,55.526275634765625,35.2996940612793,101.53429412841797,146.7899932861328,24.862539291381836,217.46554565429688,99.34955596923828,308.22723388671875,95.19999694824219,94.11446380615234,0.003569476461886767,-0.0024256760674122857,0.004653958286439996,0.004543949436157435,-0.003688041277982612,0.0001901430303974383,0.0003406555206315609,0.011857751385129012,0.002642416468755071,0.0,0.00012031162195413891,-0.027777790763539367,-0.0023230226809120014
2020-01-23,77.45709991455078,15.61638355255127,39.9791374206543,55.59139633178711,35.19515609741211,101.22506713867188,147.1199951171875,25.019424438476562,218.1649169921875,99.36748504638672,308.5809020996094,93.27999877929688,92.88935089111328,0.004815712900096969,-0.002431635199282578,-0.003368862056671973,0.0011727906523000264,-0.0029614410732771157,-0.0030455423204596155,0.002248122121045526,0.0063101015248714365,0.0032160098547400207,0.00018046459265486092,0.0011474268786404451,-0.020168048639635616,-0.01301726499300282
2020-01-24,77.2338638305664,15.445088386535645,39.66659927368164,55.37743377685547,35.13417434692383,100.93517303466797,147.97999572753906,24.713125228881836,216.32899475097656,99.3764877319336,305.8365783691406,91.44000244140625,90.38933563232422,-0.0028820609631737826,-0.010968939475595851,-0.007817531020846702,-0.003848842969416455,-0.0017326745282645328,-0.0028638568706185197,0.005845572586286041,-0.012242456270244118,-0.008415295486197127,9.059991346949126e-05,-0.008893368681587743,-0.0197255184602233,-0.02691390600543253
2020-01-27,74.96279907226562,15.197662353515625,38.61918258666992,54.38207244873047,34.28042221069336,100.85786437988281,148.99000549316406,23.80916976928711,211.860595703125,99.38546752929688,300.9342956542969,88.80000305175781,89.75186920166016,-0.02940503874418332,-0.016019722699399663,-0.02640550756027804,-0.017974132426139988,-0.02429976375139209,-0.0007659238346835462,0.006825312844883635,-0.036577950025449946,-0.020655571635209036,9.036138797235971e-05,-0.016029092206644946,-0.02887138363037689,-0.007052451776579871
2020-01-28,77.08343505859375,15.226211547851562,38.92327117919922,54.86579895019531,34.66374588012695,100.87720489501953,147.66000366210938,24.302234649658203,215.11476135253906,99.38546752929688,304.0877990722656,90.0,91.41524505615234,0.0282891782667265,0.0018785253726427698,0.007874029747958922,0.008894962616970536,0.011181999657927877,0.00019176010969124135,-0.008926785569624784,0.020709032912484382,0.015359938164122067,0.0,0.010479042978841502,0.013513478682458668,0.018533049721280115
2020-01-29,78.69698333740234,15.092982292175293,38.90637969970703,54.689056396484375,34.716007232666016,100.7515640258789,148.4600067138672,23.980993270874023,215.4644775390625,99.39446258544922,303.8365173339844,89.27999877929688,91.2060775756836,0.020932490587401542,-0.00874999373662766,-0.00043396865115530314,-0.003221361159278402,0.0015076660416271093,-0.0012454832513586478,0.005417872354848807,-0.01321859423280225,0.0016257191478845634,9.050675492061622e-05,-0.0008263460061465056,-0.008000013563368102,-0.0022881028250841817
2020-01-30,78.58292388916016,14.978785514831543,38.788116455078125,54.6146354675293,34.68115997314453,100.9835205078125,148.47000122070312,23.943639755249023,216.2318878173828,99.40343475341797,304.82269287109375,88.63999938964844,90.03076934814453,-0.0014493496879438572,-0.00756621687702852,-0.003039687720669537,-0.0013608011155932243,-0.0010037807426395151,0.002302261847508591,6.732120695107646e-05,-0.001557630044889291,0.0035616556709734404,9.026828794445052e-05,0.003245743947312807,-0.007168452042999429,-0.012886292874110028
2020-01-31,75.09867095947266,14.89313793182373,37.875858306884766,53.72159957885742,34.062625885009766,101.50533294677734,149.3300018310547,23.383337020874023,212.80282592773438,99.42144012451172,299.2877197265625,86.72000122070312,88.76582336425781,-0.04433855037771284,-0.005717925723885076,-0.02351901127372036,-0.016351585633173737,-0.017834873130360362,0.005167302905868532,0.005792420039608892,-0.02340090061922051,-0.01585826181448513,0.00018113429519228674,-0.018158008816200333,-0.02166062931143853,-0.014050151887464501
2020-02-03,74.89241027832031,14.864588737487793,38.01945877075195,54.13090133666992,34.21073913574219,101.17677307128906,148.36000061035156,23.78675651550293,216.01815795898438,99.42232513427734,301.5110168457031,83.91999816894531,90.75785827636719,-0.002746529046614543,-0.0019169361397596285,0.0037913454713998096,0.007618942120509509,0.004348262850680573,-0.003236873038587551,-0.006495688802043542,0.01725243468324389,0.015109442354594993,8.901598734789573e-06,0.007428627947621447,-0.032287857614667015,0.022441462677982527
2020-02-04,77.36489868164062,14.89313793182373,38.64452362060547,54.949527740478516,34.803123474121094,101.0414810180664,146.42999267578125,24.085586547851562,220.96253967285156,99.40431213378906,306.1063232421875,83.5199966430664,93.34752655029297,0.033013871420773944,0.0019206178415107633,0.016440656181417657,0.015123088357925196,0.017315742171732484,-0.0013371849004052416,-0.01300895070524588,0.012562874310075411,0.02288873195005192,-0.00018117661665983942,0.01524092368019847,-0.004766462519143921,0.028533818702948688
2020-02-05,77.99574279785156,14.902654647827148,38.805015563964844,55.44254684448242,35.17772674560547,100.65493774414062,146.61000061035156,24.190176010131836,221.6910858154297,99.413330078125,309.64129638671875,85.5999984741211,95.66826629638672,0.008154138723904802,0.0006390000580793753,0.004153032003577417,0.008972217310627029,0.010763495746665352,-0.0038255899461396847,0.0012293105482077404,0.004342408771008444,0.003297147759329544,9.071985050113085e-05,0.01154818726738438,0.024904237483914793,0.024861288047556274
2020-02-06,78.90807342529297,15.007335662841797,39.02463912963867,55.86116027832031,35.36937713623047,100.45201110839844,147.39999389648438,23.91375732421875,223.60472106933594,99.40431213378906,310.68316650390625,85.91999816894531,95.76786804199219,0.011697184932336402,0.0070243199945527746,0.005659669568017778,0.007550400507612132,0.0054480607007654225,-0.002016062403794039,0.005388399719282511,-0.011426898497857607,0.008631990081457097,-9.071162115636966e-05,0.003364764743415405,0.0037383142585096785,0.0010411158209651106
2020-02-07,77.83549499511719,15.073949813842773,38.50092697143555,55.321624755859375,35.125450134277344,100.16209411621094,147.7899932861328,23.69710922241211,222.64303588867188,99.43131256103516,309.0273742675781,84.63999938964844,94.941162109375,-0.013592759062749815,0.004438772644095312,-0.01342003846501616,-0.009658509056610698,-0.006896559162283378,-0.0028861243193493147,0.002645857569860688,-0.009059559268305706,-0.004300826816468928,0.00027162229350530254,-0.0053295202793270935,-0.014897565253434997,-0.008632393615097489
2020-02-10,78.20518493652344,15.054916381835938,38.712100982666016,55.256500244140625,35.17772674560547,99.84320831298828,148.1699981689453,23.614931106567383,225.3337860107422,99.43131256103516,311.3343200683594,83.36000061035156,96.49496459960938,0.004749631789833675,-0.0012626705171432384,0.005484907191640964,-0.0011771981030230805,0.00148828302920756,-0.0031836974459886758,0.0025712490701368385,-0.003467854035419826,0.012085489722731602,0.0,0.007465182675964854,-0.015122859032692948,0.016365951877062024
2020-02-11,77.73334503173828,15.054916381835938,39.00773620605469,55.53557586669922,35.34325408935547,99.92051696777344,147.66000366210938,23.988466262817383,225.37265014648438,99.44031524658203,311.8739013671875,84.0,96.37543487548828,-0.006033358340219119,0.0,0.007636765142792212,0.005050548285279621,0.004705458796329998,0.0007743005868041664,-0.0034419552752806837,0.01581775337663882,0.00017247362870098648,9.054175505673889e-05,0.0017331250172150092,0.0076775358080907186,-0.0012387146274115413
2020-02-12,79.579345703125,15.064433097839355,39.539894104003906,55.26580810546875,35.5349006652832,99.51465606689453,147.5399932861328,24.167760848999023,227.5679931640625,99.43131256103516,313.8831787109375,86.4800033569336,97.62047576904297,0.023747860980805724,0.0006321334348227126,0.013642368148157669,-0.0048575666502133075,0.005422437205222064,-0.00406183748038258,-0.0008127480224853212,0.007474199651503088,0.009740946899063463,-9.05335579894917e-05,0.006442595340430124,0.029523849487304688,0.012918653961595306
2020-02-13,79.01263427734375,15.140564918518066,39.21046447753906,54.782081604003906,35.273555755615234,99.20539855957031,148.3800048828125,23.868932723999023,227.27658081054688,99.44930267333984,313.5482482910156,86.72000122070312,96.53479766845703,-0.007121338090606999,0.005053746143930837,-0.008331575840803351,-0.008752726469532512,-0.007354598008579738,-0.0031076579023328055,0.00569345014846645,-0.012364741891774278,-0.0012805507025126506,0.0001809300495116961,-0.0010670543776744035,0.00277518333086757,-0.011121417838144021
2020-02-14,79.03211212158203,15.169113159179688,39.32027816772461,54.37277603149414,35.273555755615234,99.15711212158203,149.0,23.93617057800293,227.92742919921875,99.45831298828125,314.0506591796875,87.5999984741211,96.70411682128906,0.00024651556572474753,0.0018855465971883145,0.0028006220188605546,-0.007471522814128551,0.0,-0.00048673195904036515,0.004178427664004669,0.0028169610590214056,0.0028636843547660273,9.060209271649633e-05,0.001602339963339805,0.010147569661333122,0.0017539701425961507
2020-02-18,77.58497619628906,15.283309936523438,39.11754608154297,53.56346130371094,35.11674499511719,98.77056121826172,150.91000366210938,23.68216323852539,228.01480102539062,99.45831298828125,313.2413330078125,87.5999984741211,97.22206115722656,-0.018310733275946234,0.0075282434869730075,-0.0051559168863675175,-0.014884557803604315,-0.004445561473430004,-0.0038983679037196683,0.012818816524224008,-0.010611862020692975,0.00038333177572713595,0.0,-0.002577056115688481,0.0,0.0053559698693559366
2020-02-19,78.7086410522461,15.27379322052002,39.3287239074707,53.470436096191406,35.2996940612793,98.88651275634766,151.7899932861328,23.906286239624023,230.20045471191406,99.46731567382812,314.7390441894531,89.44000244140625,97.95911407470703,0.014483021211660452,-0.0006226868422445353,0.005398544824041895,-0.0017367288307241768,0.005209738721158486,0.0011739483572408282,0.005831221275388376,0.009463789217280416,0.009585578114642113,9.051717525054848e-05,0.004781333188884407,0.02100461186456215,0.007581128282072802
2020-02-20,77.90116119384766,15.178629875183105,38.8557014465332,53.126243591308594,35.09061050415039,98.72223663330078,152.41000366210938,23.48792839050293,228.0634307861328,99.46731567382812,313.4459533691406,90.23999786376953,97.4212646484375,-0.010259100495235818,-0.006230498472970303,-0.012027404246585438,-0.006437061860943505,-0.00592309827858406,-0.001661259139066229,0.004084659090851872,-0.017499909644170364,-0.00928331756970524,0.0,-0.004108453794293587,0.008944492403020421,-0.005490550127467908
2020-02-21,76.13785552978516,15.197662353515625,38.74589157104492,52.67972183227539,34.864105224609375,99.25372314453125,154.6999969482422,23.211509704589844,223.68243408203125,99.50333404541016,310.2181091308594,89.27999877929688,96.87345886230469,-0.022635165343360186,0.0012538996265820668,-0.002826094277036395,-0.008404918715281706,-0.006454868589824803,0.005383655489944461,0.015025216397275942,-0.011768542602712095,-0.019209553627253184,0.0003621126330597413,-0.010297929207846113,-0.010638287978706695,-0.0056230617423174145
2020-02-24,72.52129364013672,14.89313793182373,37.318363189697266,50.9029541015625,33.35699462890625,99.25372314453125,156.08999633789062,22.180553436279297,215.05648803710938,99.50333404541016,299.92950439453125,85.91999816894531,93.5467300415039,-0.04750018061952954,-0.02003758305772929,-0.036843348377469165,-0.033727735624152766,-0.043228144993071815,0.0,0.008985128746405113,-0.04441573518618158,-0.03856335916730269,0.0,-0.033165712875865894,-0.03763441595309158,-0.03434097285128812
2020-02-25,70.0648422241211,14.883622169494629,36.88756561279297,50.819244384765625,32.50325012207031,99.51465606689453,153.3000030517578,21.829429626464844,209.20870971679688,99.53031158447266,290.8410339355469,83.19999694824219,90.70806121826172,-0.033872140066956935,-0.0006389360236010999,-0.01154384973195266,-0.0016444962433782573,-0.025594167470234463,0.0026289484575134914,-0.017874260693127697,-0.01583025467886401,-0.0271918246860956,0.0002711219611011284,-0.030302022061254985,-0.03165737056179585,-0.03034492837946079
2020-02-26,71.17630767822266,14.817007064819336,36.78620910644531,51.07040023803711,32.5119514465332,99.53396606445312,153.97000122070312,21.53059959411621,210.28692626953125,99.53031158447266,289.771240234375,81.5199966430664,91.1662368774414,0.015863383386295782,-0.004475732044033398,-0.002747714701793802,0.004942140645971094,0.0002677062887621595,0.00019404174542514419,0.004370503298157802,-0.01368931930252304,0.005153784248246307,0.0,-0.0036782763652564165,-0.020192312100935417,0.0050511018869339175
2020-02-27,66.5236587524414,14.607647895812988,36.13579559326172,49.32154846191406,31.588520050048828,100.52931213378906,154.0,20.84329605102539,199.75706481933594,99.57530975341797,276.7571716308594,78.23999786376953,87.22196197509766,-0.06536794444037719,-0.01412965304602154,-0.017680906214107117,-0.034243941069028616,-0.028402828972077687,0.010000064386979313,0.00019483522153040944,-0.031922173838514145,-0.0500737807955729,0.0004521051750865368,-0.04491152604720017,-0.040235511707124805,-0.043264645305544414
2020-02-28,66.48473358154297,14.512483596801758,35.59519958496094,49.26573181152344,31.33588218688965,100.9835205078125,148.3800048828125,20.903060913085938,199.91249084472656,99.63829803466797,275.5943298339844,75.5999984741211,88.8255615234375,-0.0005851327426726893,-0.0065146900917913975,-0.014960124702542488,-0.0011316889297124932,-0.007997774595292828,0.004518168526001176,-0.03649347478693177,0.002867342185911559,0.0007780752361934429,0.0006325692725031029,-0.0042016681628254116,-0.033742324408612245,0.018385272608264502
2020-03-02,72.67453002929688,14.683777809143066,35.806365966796875,49.88898849487305,32.0153923034668,101.81455993652344,149.1999969482422,21.582897186279297,210.22866821289062,99.67434692382812,287.5294189453125,79.36000061035156,92.33157348632812,0.09310101905066936,0.011803232106946782,0.005932439887909924,0.012650916984934035,0.02168472910781638,0.008229455900645055,0.005526297603759334,0.0325232881452191,0.05160346571929164,0.0003617975203431545,0.043306729563404645,0.0497354789963067,0.0394707548453328
2020-03-03,70.3664321899414,14.778942108154297,35.46004867553711,49.247127532958984,31.57981300354004,102.2494125366211,153.88999938964844,21.21683120727539,203.48719787597656,99.76448822021484,279.2967834472656,79.12000274658203,89.71202850341797,-0.03175937757595426,0.006480913852562775,-0.009671947485005994,-0.01286578423974305,-0.013605308840135333,0.0042710256801066215,0.031434333360162325,-0.016960928639210726,-0.03206732171317006,0.0009043580336232093,-0.028632324053117886,-0.003024166606901746,-0.028371064025005888
2020-03-04,73.63035583496094,14.683777809143066,36.10200881958008,50.31690979003906,32.72975158691406,101.86288452148438,154.16000366210938,21.597835540771484,211.97720336914062,99.800537109375,291.0364074707031,78.87999725341797,93.92523193359375,0.04638466870409408,-0.0064391820682973,0.018103758117112845,0.021722734110007025,0.036413723641907536,-0.0037802468058022454,0.0017545277375516921,0.017957645502003405,0.04172255346667386,0.0003613398896067377,0.042032793498511856,-0.003033436360370123,0.046963640221503455
2020-03-05,71.24198913574219,14.493449211120605,35.476932525634766,49.40526580810547,31.623363494873047,102.69392395019531,157.49000549316406,20.529521942138672,205.5367889404297,99.89065551757812,281.36187744140625,76.87999725341797,92.23197937011719,-0.032437255967799006,-0.012961827705125772,-0.017314169332491525,-0.018118043928724514,-0.03380374241775086,0.008158412483750821,0.021600945458936538,-0.049463919503234255,-0.03038258042066666,0.0009029852024178275,-0.033241648745512165,-0.02535497045689028,-0.018027664437110014
2020-03-06,70.29590606689453,14.303122520446777,34.9616813659668,48.93083953857422,31.04839324951172,103.38970184326172,157.5500030517578,19.73015594482422,202.0689697265625,99.91769409179688,276.71063232421875,69.83999633789062,89.74191284179688,-0.01327985195703929,-0.013131911382957329,-0.014523554405264871,-0.009602747030528325,-0.018181818181818188,0.006775258616116719,0.00038096105467699815,-0.038937389753518015,-0.01687201221613055,0.00027068171771071903,-0.016531184535318322,-0.09157129509671458,-0.026997865006539
2020-03-09,64.73603820800781,14.055696487426758,31.819438934326172,46.43778991699219,28.14740562438965,104.71359252929688,157.80999755859375,16.93610954284668,188.03237915039062,99.98075103759766,255.1010284423828,52.15999984741211,82.5107650756836,-0.07909234221400996,-0.017298742471534845,-0.08987675388802718,-0.0509504771447189,-0.09343438811178073,0.012804860275563712,0.0016502348575044845,-0.14161299129064897,-0.06946435464666367,0.0006310888814431426,-0.07809459181357448,-0.2531500202969871,-0.08057715215922401
2020-03-10,69.39845275878906,14.284090042114258,33.8382453918457,47.8238525390625,29.036001205444336,103.32205963134766,154.47999572753906,18.340604782104492,198.2708282470703,99.92669677734375,268.3012390136719,57.91999816894531,84.76177978515625,0.07202193213925323,0.016249180884903458,0.06344569625147245,0.029847730147104512,0.03156935999404231,-0.01328894238405487,-0.02110133630677158,0.08292903607552726,0.054450457644270145,-0.0005406466714136249,0.051745030789910995,0.11042941599661416,0.027281466938379406
2020-03-11,66.98818969726562,14.12231159210205,31.903907775878906,46.205223083496094,27.467899322509766,103.04182434082031,153.92999267578125,16.801637649536133,189.63514709472656,99.94474792480469,255.22193908691406,55.52000045776367,78.92507934570312,-0.034730789602772316,-0.011325779208562148,-0.057164241040492336,-0.03384565169115794,-0.05400543524707346,-0.002712250331896371,-0.0035603512879937016,-0.08391038086541058,-0.04355497593212554,0.00018064389240413092,-0.048748563274772394,-0.04143642588145724,-0.06886005053512656
2020-03-12,60.372802734375,13.579877853393555,28.25484848022461,41.6749382019043,24.044212341308594,102.2494125366211,147.7899932861328,14.440890312194824,172.2472381591797,99.9627456665039,230.80303955078125,52.31999969482422,70.49871063232422,-0.09875452662308115,-0.0384096990900451,-0.11437656230981164,-0.09804702973525858,-0.12464320409080143,-0.00769019579445962,-0.0398882588306293,-0.1405069783424644,-0.0916913831741395,0.00018007691322363684,-0.09567711781947208,-0.05763690087455642,-0.10676414624140207
2020-03-13,67.60594940185547,13.560845375061035,31.278831481933594,43.04239273071289,25.533905029296875,101.62126922607422,143.27999877929688,16.405689239501953,186.8375244140625,99.91769409179688,250.53350830078125,55.68000030517578,74.94097900390625,0.11980803176066668,-0.0014015205834685407,0.1070252775846754,0.03281239487827503,0.06195639378167317,-0.00614324615627404,-0.03051623730778741,0.13605801891922997,0.08470548736113503,-0.000450683646258887,0.08548617378870738,0.06422019552656755,0.06301205130899534
2020-03-16,58.908660888671875,12.989862442016602,27.106069564819336,40.20515441894531,22.60678482055664,102.15277862548828,141.63999938964844,13.454757690429688,164.45663452148438,99.94474792480469,223.1191864013672,48.400001525878906,65.68789672851562,-0.12864679203728324,-0.042105260937087,-0.13340530062718015,-0.06591729994004414,-0.11463660593167169,0.00523029680166287,-0.011446115323986206,-0.1798724519276491,-0.11978798136384217,0.0002707611825285561,-0.10942377363151534,-0.13074710379662402,-0.12347159589292678
2020-03-17,61.498878479003906,12.970829010009766,28.73632049560547,42.17726135253906,23.774147033691406,100.5873031616211,143.55999755859375,14.403539657592773,176.9293670654297,99.95374298095703,235.16590881347656,45.68000030517578,68.05843353271484,0.043970064015325994,-0.001465252776293502,0.060143390648639716,0.049051097106704855,0.05163769294929854,-0.015324844658474945,0.0135554799295321,0.0705164662934028,0.07584207581674596,9.000028855044029e-05,0.05399231955981865,-0.05619837055684329,0.03608787801497915
2020-03-18,59.993385314941406,13.04695987701416,26.481000900268555,41.28424072265625,21.944700241088867,99.65960693359375,140.6999969482422,12.647920608520508,171.54783630371094,100.06190490722656,223.25877380371094,37.68000030517578,66.0564193725586,-0.024480010063540947,0.0058693909961839985,-0.0784832419892384,-0.021173034977745253,-0.07695110112720127,-0.009222796504810837,-0.019921988429849713,-0.12188802827691025,-0.030416266394762026,0.0010821198190660297,-0.05063291303506856,-0.17513134734137814,-0.029416106957470656
2020-03-19,59.53371047973633,13.208738327026367,26.134675979614258,41.860984802246094,22.26703453063965,97.6109390258789,138.0399932861328,13.013985633850098,172.57749938964844,100.03487396240234,223.73313903808594,42.959999084472656,69.86123657226562,-0.0076620919588379355,0.012399704723337512,-0.013078241338331908,0.013970078400239005,0.01468847995231437,-0.02055665249693328,-0.018905499074657994,0.028942704232582273,0.006002192205529111,-0.00027014221695342844,0.0021247327766480417,0.14012735500354023,0.05759950714627515
2020-03-20,55.75417709350586,13.3134183883667,25.577186584472656,41.96331787109375,22.32801055908203,97.504638671875,140.11000061035156,12.588153839111328,165.81661987304688,100.06190490722656,214.09158325195312,39.52000045776367,68.84529113769531,-0.06348560094397138,0.007925061330509298,-0.021331406426330246,0.0024445929624228313,0.0027383991504785765,-0.0010890209136880102,0.014995707221804766,-0.0327210899657947,-0.03917590381430158,0.00027021521349013256,-0.04309399951918402,-0.0800744576354595,-0.014542333981154232
2020-03-23,54.56972885131836,13.646492004394531,24.67336654663086,41.52609634399414,22.5886173248291,98.0168228149414,146.3000030517578,11.684198379516602,165.93634033203125,100.03487396240234,208.6176300048828,39.040000915527344,68.29747772216797,-0.021244116655171008,0.025017888442450786,-0.03533696072696624,-0.010419136266648477,0.011671741423512794,0.005252920784518,0.044179590424960224,-0.07181001051847191,0.0007220051830512109,-0.00027014221695342844,-0.02556827860265909,-0.012145737264080192,-0.00795716608172492
2020-03-24,60.044464111328125,13.989081382751465,27.03005027770996,44.40985870361328,24.713680267333984,98.49031829833984,153.39999389648438,13.021455764770508,178.78602600097656,100.0708999633789,227.51907348632812,39.84000015258789,73.93498229980469,0.1003254986830946,0.02510457473221761,0.09551528878822202,0.06944458096254968,0.09407671624810088,0.004830757310838374,0.048530353360380474,0.11445007537686402,0.07743744163113186,0.00036013441662463563,0.09060328928577577,0.02049178325562906,0.08254337884291885
